notes,Cleaned_Column
"2022-06-19 23:46:54 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:78473"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-19 23:15:03 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220619 234654  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat78473 target_blankorion alert detailsacode

20220619 231503  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-19 23:18:53 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:90220"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-19 23:15:03 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220619 231853  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat90220 target_blankorion alert detailsacode

20220619 231503  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-20 00:10:33 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:86576"" target=""_blank"">Orion Alert Details</a>[/code]

","20220620 001033  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat86576 target_blankorion alert detailsacode

"
"2022-06-20 05:01:53 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:52712"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-19 23:56:12 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220620 050153  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat52712 target_blankorion alert detailsacode

20220619 235612  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-20 00:46:29 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:65778"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-19 23:56:12 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220620 004629  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat65778 target_blankorion alert detailsacode

20220619 235612  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-20 00:46:37 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83502"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-20 00:23:07 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220620 004637  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83502 target_blankorion alert detailsacode

20220620 002307  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-20 00:46:37 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83499"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-20 00:23:07 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220620 004637  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83499 target_blankorion alert detailsacode

20220620 002307  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-20 00:46:37 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83500"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-20 00:23:07 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220620 004637  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83500 target_blankorion alert detailsacode

20220620 002307  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-20 00:46:37 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83503"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-20 00:23:06 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220620 004637  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83503 target_blankorion alert detailsacode

20220620 002306  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-20 00:45:37 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83498"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-20 00:23:07 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220620 004537  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83498 target_blankorion alert detailsacode

20220620 002307  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-20 00:45:36 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:83501"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-20 00:23:07 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220620 004536  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat83501 target_blankorion alert detailsacode

20220620 002307  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-20 00:38:00 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:93976"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-20 00:23:07 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220620 003800  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat93976 target_blankorion alert detailsacode

20220620 002307  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-20 00:23:07 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

2022-06-20 00:20:33 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:75357"" target=""_blank"">Orion Alert Details</a>[/code]

","20220620 002307  mohammed haaris work notes
out of service desk scope hence assigning to concern team

20220620 002033  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat75357 target_blankorion alert detailsacode

"
"2022-06-20 00:47:01 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:93975"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-20 00:44:33 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220620 004701  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat93975 target_blankorion alert detailsacode

20220620 004433  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-20 01:46:47 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:8676"" target=""_blank"">Orion Alert Details</a>[/code]

","20220620 014647  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat8676 target_blankorion alert detailsacode

"
"2022-06-20 02:16:33 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:65778"" target=""_blank"">Orion Alert Details</a>[/code]

","20220620 021633  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat65778 target_blankorion alert detailsacode

"
"2022-06-20 02:35:32 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:97533"" target=""_blank"">Orion Alert Details</a>[/code]

","20220620 023532  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat97533 target_blankorion alert detailsacode

"
"2022-06-20 03:57:15 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:76464"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-20 03:37:26 - Anil Antoney (Work notes)
Could you please do drive cleanup to increase free disk space in E drive.

2022-06-20 03:18:41 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220620 035715  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat76464 target_blankorion alert detailsacode

20220620 033726  anil antoney work notes
could you please do drive cleanup to increase free disk space in e drive

20220620 031841  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
"2022-06-20 03:20:03 - Mohammed Haaris (Work notes)
out of Service Desk scope. Hence, Assigning to concern team.

","20220620 032003  mohammed haaris work notes
out of service desk scope hence assigning to concern team

"
"2022-06-21 00:22:09 - SolarWinds Integration (Work notes)
Alert reset - issue detected as resolved by Orion
[code]<a rel=""noopener noreferrer nofollow"" href=""https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:81191"" target=""_blank"">Orion Alert Details</a>[/code]

2022-06-20 03:37:08 - Sugandhipriya Rangaswamy (Work notes)
Out of scope for Service Desk. Hence assigning it to the concerned team.

","20220621 002209  solarwinds integration work notes
alert reset  issue detected as resolved by orion
codea relnoopener noreferrer nofollow hrefhttpssolarwindswescoaircom443orionviewaspxnetobjectaat81191 target_blankorion alert detailsacode

20220620 033708  sugandhipriya rangaswamy work notes
out of scope for service desk hence assigning it to the concerned team

"
