Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column
AM,Hardware,United States,Deskside,Hardware Issue - Charger - Issues,Y,21-10-2022,Incident,                 hardware issue  charger  issues
AM,Laptop,United States,Deskside,Sara Lounsberry - Hardware Issue - Laptop,Y,14-10-2022,Incident,         sara lounsberry  hardware issue  laptop
AM,Access,United States,Deskside,Westley DedeJr - Urgent - No Internet Access- Your clock is a head,Y,11-10-2022,Incident,westley dedejr  urgent  no internet access y
AM,Laptop,United States,Deskside,Hard Down - Hardware Issue - Laptop Not starting - Booting to Blank/Black Screen / URGENT!!!,Y,06-10-2022,Incident,hard down  hardware issue  laptop not startin
AM,Email,United States,Deskside,Outlook - Issues on Phone ,Y,07-11-2022,Incident,                        outlook  issues on phone 
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,07-10-2022,Incident,            reported issue  other  miscellaneous
AM,Laptop,United States,Deskside,Hardware Issue - Laptop pop up.,Y,07-10-2022,Incident,                   hardware issue  laptop pop up
AM,Access,Canada,Deskside,Software issue- user can nota access to a file ,Y,06-10-2022,Incident,   software issue user can nota access to a file 
AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,13-10-2022,Incident,            internet  network connectivity issues
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,07-10-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Battery Issues.,Y,25-10-2022,Incident,           hardware issue  laptop battery issues
AM,,United States,Deskside,Adobe Acrobat Pro -  Intallation Issues.,Y,07-10-2022,Incident,          adobe acrobat pro   intallation issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,06-10-2022,Incident,                           hardware issue  laptop
AM,Laptop,United States,Deskside,Brittany Simmons - Hardware Issue - Laptop keeps crashing to a blue screen for several weeks,Y,13-01-2023,Incident,brittany simmons  hardware issue  laptop keep
AM,Printer,United States,Deskside, Printer   -  Assistance ,Y,07-10-2022,Incident,                          printer     assistance 
AM,Email,United States,Deskside,Outlook (desktop) -  License issue,Y,11-10-2022,Incident,                outlook desktop   license issue
AM,Email,United States,Deskside,Email - Slowness reported,Y,18-10-2022,Incident,                         email  slowness reported
AM,M365,United States,Deskside,Software issue - User is receiving your  desktop computer is disable - block security reason- do not shut down or reset- It looks like a virus ,Y,10-10-2022,Incident,software issue  user is receiving your  deskto
AM,Email,United States,Deskside,"Outlook - Issues with Clutter folder, Outlook display and issues with the ribbons",Y,07-10-2022,Incident,outlook  issues with clutter folder outlook d
AM,Printer,United States,Deskside,BAC - Hardware Issue - Printer,Y,22-10-2022,Incident,                    bac  hardware issue  printer
AM,Laptop,United States,Deskside,Nicholas Kast - Hardware Issue - Laptop restarting without notice,Y,27-10-2022,Incident,nicholas kast  hardware issue  laptop restart
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,07-10-2022,Incident,                           hardware issue  laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Sync Issues.,Y,07-10-2022,Incident,              hardware issue  laptop sync issues
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,03-11-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Audio Issues.,Y,19-10-2022,Incident,             hardware issue  laptop audio issues
AM,Laptop,United States,Deskside,Herve Leveille - Hardware Issue - Laptop Issues.,Y,24-10-2022,Incident,  herve leveille  hardware issue  laptop issues
AM,,United States,Deskside,Nicole DuPriest - Application Issue - Adobe Acrobat Pro,Y,07-10-2022,Incident,nicole dupriest  application issue  adobe acr
AM,,United States,Deskside,Repeated Lockouts/Looping Login,Y,12-10-2022,Incident,                   repeated lockoutslooping login
AM,Laptop,United States,Deskside, Hardware - The laptop does not recognize the monitor,Y,06-10-2022,Incident, hardware  the laptop does not recognize the m
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Battery Issues.,Y,10-10-2022,Incident,           hardware issue  laptop battery issues
AM,M365,United States,Deskside,Microsoft Teams - O365 App - Application Issues,Y,11-10-2022,Incident,   microsoft teams  o365 app  application issues
AM,,United States,Deskside,URGENT - No port for a monitor in a HP computer,Y,06-10-2022,Incident,   urgent  no port for a monitor in a hp computer
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,07-10-2022,Incident,                           hardware issue  laptop
AM,,United States,Deskside,Adobe Acrobat Pro - Application Issues,Y,25-10-2022,Incident,            adobe acrobat pro  application issues
AM,Access,United States,Deskside,Adobe Acrobat Pro - Access Request.,Y,10-10-2022,Incident,               adobe acrobat pro  access request
AM,Email,Canada,Deskside,Outlook Security Alert Message ,Y,06-10-2022,Incident,                   outlook security alert message 
AM,M365,United States,Deskside,Microsoft Project - Admin Rights.,Y,11-10-2022,Incident,                 microsoft project  admin rights
AM,Laptop,United States,Deskside,Windows 10  -  Error when rebooting laptop,Y,07-10-2022,Incident,        windows 10    error when rebooting laptop
AM,Access,United States,Deskside,Webex - Access issues,Y,07-10-2022,Incident,                             webex  access issues
AM,Network,United States,Deskside,Holly Jones | MAC -  Network connectivity issues,Y,09-02-2023,Incident,  holly jones  mac   network connectivity issues
AM,,United States,Deskside,Reported Issue - Application error,Y,10-10-2022,Incident,                reported issue  application error
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,06-10-2022,Incident,               hardware issue  laptop performance
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Battery Replacement,Y,13-10-2022,Incident,       hardware issue  laptop battery replacement
AM,,Canada,Deskside,Adobe Acrobat Pro - Installation Request.,Y,10-10-2022,Incident,         adobe acrobat pro  installation request
AM,Access,Canada,Deskside,Access (desktop) -  Installation,Y,19-10-2022,Incident,                  access desktop   installation
AM,Email,United States,Deskside,"Outlook Email issues - ""TO"" recipient",Y,10-10-2022,Incident,             outlook email issues  to recipient
AM,,United States,Deskside,Local Admin Rights - Unable to install application Egnyte,Y,10-10-2022,Incident,local admin rights  unable to install applicat
AM,,United States,Deskside,Box (Global) - Box Drive installation,Y,14-10-2022,Incident,             box global  box drive installation
AM,Network,Canada,Deskside,URGENT - Internet - Network connectivity issues,Y,10-10-2022,Incident,   urgent  internet  network connectivity issues
AM,,United States,Deskside,Excel (desktop) -  It crashes,Y,07-10-2022,Incident,                     excel desktop   it crashes
AM,Laptop,United States,Deskside, Laptop -  Access issues,Y,07-10-2022,Incident,                           laptop   access issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop issues.,Y,11-11-2022,Incident,                   hardware issue  laptop issues
AM,Email,United States,Deskside,Outlook Calendar Issue,Y,07-10-2022,Incident,                            outlook calendar issue
AM,Windows / OS,United States,Deskside,Mac -  Personal Recovery Key Invalid - macOS,Y,20-10-2022,Incident,      mac   personal recovery key invalid  macos
AM,Windows / OS,United States,Deskside,Ben Chamberlin - Mac -  Personal Recovery Key Invalid - macOS,Y,13-10-2022,Incident,ben chamberlin  mac   personal recovery key i
AM,Windows / OS,United States,Deskside,Mac -  Personal Recovery Key Invalid - macOS,Y,12-10-2022,Incident,      mac   personal recovery key invalid  macos
AM,Email,United States,Deskside,Outlook Archive Full ,Y,14-10-2022,Incident,                             outlook archive full 
AP,,Hong Kong,Deskside,OneDrive - Unable to upload files,Y,09-10-2022,Incident,                 onedrive  unable to upload files
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop,Y,02-11-2022,Incident,                           hardware issue  laptop
AP,Email,India,Deskside,Email - Other reported,Y,07-11-2022,Incident,                            email  other reported
AP,,Hong Kong,Deskside,Resolved - Unable login to Techzone,Y,26-10-2022,Incident,               resolved  unable login to techzone
AM,Laptop,United States,Deskside,Anubhav Shah - Reported Issue - Hardware - Laptop_Desktop,Y,19-10-2022,Incident,anubhav shah  reported issue  hardware  lapt
AM,,United States,Deskside,Ryen Lynch - Aplication issue ,Y,07-10-2022,Incident,                    ryen lynch  aplication issue 
AM,,Guatemala,Deskside,App - SCCM Software Center - Issue,Y,12-10-2022,Incident,                app  sccm software center  issue
AM,,United States,Deskside,Ashley Brown - Bluebeam  - Application Issues.,Y,19-10-2022,Incident,    ashley brown  bluebeam   application issues
AM,,United States,Deskside,Creston Panel - Software Issues.,Y,10-10-2022,Incident,                  creston panel  software issues
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,27-10-2022,Incident,                           hardware issue  laptop
AM,Network,United States,Deskside,HARD DOWN - Network issues - VPN - Connectivity / URGENT!,Y,07-10-2022,Incident,hard down  network issues  vpn  connectivity
AM,Laptop,United States,Deskside,Tadd Wisinski - Hardware Issue - Laptop,Y,13-10-2022,Incident,           tadd wisinski  hardware issue  laptop
AM,Laptop,United States,Deskside,Marie Lisco - Hardware Issue - Laptop,Y,11-10-2022,Incident,             marie lisco  hardware issue  laptop
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Windows 10 Issues.,Y,13-10-2022,Incident,        hardware issue  laptop windows 10 issues
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,11-10-2022,Incident,        reported issue  hardware  laptop_desktop
AM,Windows / OS,United States,Deskside,Local Admin Rights - Re-instate local admin rights to PC,Y,12-10-2022,Incident,local admin rights  reinstate local admin rig
AM,Email,United States,Deskside,Intune - Phone is asking for admin rights to access JLL email.,Y,12-10-2022,Incident,intune  phone is asking for admin rights to ac
AM,M365,United States,Deskside,Microsoft office - application issues,Y,10-10-2022,Incident,             microsoft office  application issues
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,07-10-2022,Incident,               network issues  vpn  connectivity
AM,Active Directory,United States,Deskside,Reported Issue - Security - Other,Y,11-10-2022,Incident,                 reported issue  security  other
AM,Laptop,United States,Deskside,EMEA - Laptop Lost / Stolen HR Business partner engaged and Legal are aware,Y,12-12-2022,Incident,emea  laptop lost  stolen hr business partner
AM,M365,United States,Deskside,Microsoft Teams -  App is not working /  Error message,Y,07-10-2022,Incident,microsoft teams   app is not working   error 
AM,Network,United States,Deskside,Reported Issue - Network - WiFi- Computer is not connecting to the Network,Y,07-10-2022,Incident,reported issue  network  wifi computer is no
AM,Laptop,United States,Deskside,JLL Network issues - VPN - Technical Error issues on new JLL laptop,Y,11-10-2022,Incident,jll network issues  vpn  technical error issu
AM,,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,11-10-2022,Incident,  reported issue  application  adobe acrobat pro
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,11-10-2022,Incident,        reported issue  hardware  laptop_desktop
